Country,State,District,City,Area,Pincode,Property_Type,Avg_Price_Per_SqFt_INR,Urban_Rural
India,Himachal Pradesh,Kangra,Kangra,West Extension,147896,Apartment,1068,Rural
India,Himachal Pradesh,Kangra,Kangra,North Colony,176711,Villa,6148,Urban
India,Himachal Pradesh,Kangra,Kangra,South Area,154107,Apartment,1614,Rural
India,Himachal Pradesh,Kangra,Kangra,Central Zone,166821,Apartment,1630,Rural
India,Himachal Pradesh,Kangra,Kangra,Inner Circle,129499,Independent House,5887,Urban
India,Himachal Pradesh,Kangra,Kangra,Outer Ring,122727,Plot,1772,Rural
India,Himachal Pradesh,Kangra,Kangra,Upper Road,187875,Villa,2732,Urban
India,Himachal Pradesh,Kangra,Kangra,Lower Market,151879,Plot,3184,Urban
India,Himachal Pradesh,Kangra,Kangra,Park Road,127403,Apartment,1886,Rural
India,Himachal Pradesh,Kangra,Kangra,Garden Colony,181795,Plot,1432,Rural
India,Himachal Pradesh,Kangra,Kangra,Lake View,166006,Plot,2310,Urban
India,Himachal Pradesh,Kangra,Kangra,Hill View,155145,Villa,7355,Urban
India,Himachal Pradesh,Kangra,Kangra,River Side,172121,Plot,1459,Rural
India,Himachal Pradesh,Kangra,Kangra,Fort Area,145086,Duplex,1156,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Palace Road,196394,Villa,1464,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Stadium Road,175331,Apartment,1221,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Hospital Road,136675,Apartment,929,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,University Road,155148,Duplex,890,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Airport Road,150614,Villa,4776,Urban
India,Himachal Pradesh,Kinnaur,Kinnaur,IT Park,192323,Independent House,1542,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Industrial Area,187211,Apartment,3477,Urban
India,Himachal Pradesh,Kinnaur,Kinnaur,Tech Zone,159609,Independent House,5918,Urban
India,Himachal Pradesh,Kinnaur,Kinnaur,Business District,185613,Plot,2320,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Green Park,133113,Independent House,5294,Urban
India,Himachal Pradesh,Kinnaur,Kinnaur,Flora Valley,133198,Apartment,2374,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Sunrise Colony,198445,Villa,1889,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Sunset Avenue,184407,Plot,1690,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Valley View,189337,Plot,4360,Urban
India,Himachal Pradesh,Kinnaur,Kinnaur,Highland,202389,Duplex,3561,Urban
India,Himachal Pradesh,Kinnaur,Kinnaur,Meadows,127624,Duplex,2305,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Paradise Colony,198112,Duplex,1722,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Silver Oak,169737,Independent House,2391,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Golden Avenue,167173,Apartment,3925,Urban
India,Himachal Pradesh,Kinnaur,Kinnaur,Ashok Nagar,185435,Duplex,6629,Urban
India,Himachal Pradesh,Kinnaur,Kinnaur,Anand Vihar,201620,Apartment,2390,Rural
India,Himachal Pradesh,Kinnaur,Kinnaur,Amar Colony,146873,Independent House,3039,Urban
India,Himachal Pradesh,Kullu,Kullu,Arjun Nagar,201326,Apartment,6911,Urban
India,Himachal Pradesh,Kullu,Kullu,Balaji Layout,141565,Plot,7828,Urban
India,Himachal Pradesh,Kullu,Kullu,Bharat Nagar,169774,Apartment,2965,Urban
India,Himachal Pradesh,Kullu,Kullu,Chanakya Puri,120965,Apartment,1553,Rural
India,Himachal Pradesh,Kullu,Kullu,Dayal Colony,121574,Independent House,1398,Rural
India,Himachal Pradesh,Kullu,Kullu,Gautam Nagar,145361,Plot,2634,Urban
India,Himachal Pradesh,Kullu,Kullu,Hari Nagar,126476,Duplex,1292,Rural
India,Himachal Pradesh,Kullu,Kullu,Jain Colony,187662,Plot,2273,Rural
India,Himachal Pradesh,Kullu,Kullu,Kiran Vihar,138684,Plot,1755,Rural
India,Himachal Pradesh,Kullu,Kullu,Laxman Nagar,148196,Apartment,1744,Rural
India,Himachal Pradesh,Kullu,Kullu,Moti Nagar,183612,Villa,7755,Urban
India,Himachal Pradesh,Kullu,Kullu,Nirman Vihar,179706,Apartment,3071,Urban
India,Himachal Pradesh,Kullu,Kullu,Om Nagar,180674,Plot,1163,Rural
India,Himachal Pradesh,Kullu,Kullu,Paschim Vihar,153853,Villa,3748,Urban
India,Himachal Pradesh,Kullu,Kullu,Purva Colony,139457,Plot,1239,Rural
India,Himachal Pradesh,Kullu,Kullu,Raghav Layout,140520,Plot,5491,Urban
India,Himachal Pradesh,Kullu,Kullu,Satya Nagar,205105,Independent House,1116,Rural
India,Himachal Pradesh,Kullu,Kullu,Uday Park,152125,Duplex,1629,Rural
India,Himachal Pradesh,Kullu,Kullu,Vijay Nagar,189703,Plot,1278,Rural
India,Himachal Pradesh,Kullu,Kullu,Yogi Colony,197892,Duplex,6083,Urban
India,Himachal Pradesh,Kullu,Kullu,Prakash Nagar,135948,Duplex,2539,Urban
India,Himachal Pradesh,Kullu,Kullu,Shanti Nagar,153736,Independent House,2160,Rural
India,Himachal Pradesh,Kullu,Kullu,Keshav Nagar,163916,Plot,2980,Urban
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Mahavir Nagar,164224,Plot,3538,Urban
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Radha Krishna Colony,189930,Plot,1899,Rural
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Shankar Nagar,173966,Plot,1482,Rural
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Srinivasa Layout,174104,Villa,1931,Rural
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Vasant Vihar,128146,Apartment,2624,Urban
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Chandra Layout,198468,Plot,6889,Urban
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Surya Nagar,195748,Independent House,1717,Rural
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Prabhat Colony,164499,Apartment,5560,Urban
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Usha Nagar,127333,Apartment,5809,Urban
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Ravi Shankar Nagar,169939,Independent House,1094,Rural
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Sai Nagar,161545,Duplex,5186,Urban
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Kiran Vihar,158346,Apartment,1990,Rural
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Kalkaji,154072,Independent House,1874,Rural
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Rajiv Nagar,124212,Apartment,6881,Urban
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Nehru Place,158853,Independent House,1143,Rural
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Garden Colony,157390,Villa,865,Rural
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Ravi Nagar,208222,Plot,2053,Rural
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,City Centre,208184,Duplex,7212,Urban
India,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti,Nirman Vihar,171889,Duplex,1215,Rural
India,Himachal Pradesh,Mandi,Mandi,Panchavati,204474,Apartment,7063,Urban
India,Himachal Pradesh,Mandi,Mandi,Chowk,150289,Duplex,1593,Rural
India,Himachal Pradesh,Mandi,Mandi,Lakshmi Nagar,181220,Villa,1220,Rural
India,Himachal Pradesh,Mandi,Mandi,Police Colony,158092,Plot,1391,Rural
India,Himachal Pradesh,Mandi,Mandi,Dargah Road,146699,Plot,1714,Rural
India,Himachal Pradesh,Mandi,Mandi,Kalkaji Extension,172777,Villa,1691,Rural
India,Himachal Pradesh,Mandi,Mandi,Landmark Colony,163350,Plot,2227,Rural
India,Himachal Pradesh,Mandi,Mandi,Tulip Avenue,196635,Plot,6824,Urban
India,Himachal Pradesh,Mandi,Mandi,Mohalla,172487,Independent House,3097,Urban
India,Himachal Pradesh,Mandi,Mandi,East Extension,157069,Apartment,1241,Rural
India,Himachal Pradesh,Mandi,Mandi,Haveli Area,129472,Villa,1828,Rural
India,Himachal Pradesh,Mandi,Mandi,Purva Colony,170954,Villa,1972,Rural
India,Himachal Pradesh,Mandi,Mandi,Theater Street,189469,Villa,2106,Rural
India,Himachal Pradesh,Mandi,Mandi,Hill View,131560,Plot,876,Rural
India,Himachal Pradesh,Mandi,Mandi,Valley Road,176659,Apartment,5688,Urban
India,Himachal Pradesh,Mandi,Mandi,Mali Colony,171192,Villa,1240,Rural
India,Himachal Pradesh,Shimla,Shimla,Business District,169210,Apartment,2300,Rural
India,Himachal Pradesh,Shimla,Shimla,Elite Colony,181830,Independent House,1297,Rural
India,Himachal Pradesh,Shimla,Shimla,Krishi Colony,137580,Independent House,5934,Urban
India,Himachal Pradesh,Shimla,Shimla,DDA Colony,146260,Apartment,2484,Urban
India,Himachal Pradesh,Shimla,Shimla,Math Area,144472,Villa,1689,Rural
India,Himachal Pradesh,Shimla,Shimla,Krishna Colony,195257,Apartment,5514,Urban
India,Himachal Pradesh,Shimla,Shimla,Kuan Road,202592,Duplex,4859,Urban
India,Himachal Pradesh,Shimla,Shimla,Gandhi Nagar,163160,Independent House,1298,Rural
India,Himachal Pradesh,Shimla,Shimla,Club Road,185930,Apartment,4553,Urban
India,Himachal Pradesh,Shimla,Shimla,Pura,205654,Apartment,1781,Rural
India,Himachal Pradesh,Shimla,Shimla,Inner Circle,204852,Plot,4965,Urban
India,Himachal Pradesh,Shimla,Shimla,Laxmi Bai Nagar,192098,Duplex,7431,Urban
India,Himachal Pradesh,Shimla,Shimla,Kunj,197940,Plot,7952,Urban
India,Himachal Pradesh,Shimla,Shimla,Van,172773,Independent House,1504,Rural
India,Himachal Pradesh,Shimla,Shimla,Bridge Area,147387,Villa,1763,Rural
India,Himachal Pradesh,Shimla,Shimla,Basti,126399,Apartment,1765,Rural
India,Himachal Pradesh,Shimla,Shimla,Gautam Nagar,205884,Plot,7539,Urban
India,Himachal Pradesh,Shimla,Shimla,Lotus Colony,161784,Apartment,5494,Urban
India,Himachal Pradesh,Shimla,Shimla,Saat Number,131758,Villa,6286,Urban
India,Himachal Pradesh,Shimla,Shimla,Aath Bazaar,153222,Duplex,6955,Urban
India,Himachal Pradesh,Shimla,Shimla,Paradise Colony,143325,Independent House,3009,Urban
India,Himachal Pradesh,Shimla,Shimla,Lajpat Nagar,188462,Apartment,6991,Urban
India,Himachal Pradesh,Shimla,Shimla,Court Road,157668,Apartment,1680,Rural
India,Himachal Pradesh,Shimla,Shimla,Seaface,200034,Apartment,2386,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Vishnu Puram,198767,Plot,6592,Urban
India,Himachal Pradesh,Sirmaur,Sirmaur,Green Park,149782,Plot,2317,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Vaishali,157289,Villa,7608,Urban
India,Himachal Pradesh,Sirmaur,Sirmaur,Radha Krishna Colony,209887,Apartment,1522,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Indira Nagar,141984,Plot,1527,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Gramin Colony,145768,Apartment,1962,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Park Road,187051,Apartment,1840,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Ring Road,189890,Independent House,6372,Urban
India,Himachal Pradesh,Sirmaur,Sirmaur,Jain Colony,166262,Villa,880,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Campus Road,167096,Duplex,2356,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Sarita Vihar,190217,Villa,2317,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Panch Rasta Area,158247,Villa,843,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Bus Stand Area,166009,Villa,1479,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Yogi Colony,178857,Apartment,1781,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Stadium Road,170934,Plot,6466,Urban
India,Himachal Pradesh,Sirmaur,Sirmaur,Lohiya Nagar,201425,Duplex,1690,Rural
India,Himachal Pradesh,Sirmaur,Sirmaur,Shanti Nagar,184029,Independent House,4823,Urban
India,Himachal Pradesh,Sirmaur,Sirmaur,Auto Stand,132998,Independent House,4545,Urban
India,Himachal Pradesh,Sirmaur,Sirmaur,Khan Market,188345,Duplex,7715,Urban
India,Himachal Pradesh,Sirmaur,Sirmaur,Do Pura,123525,Plot,4323,Urban
India,Himachal Pradesh,Sirmaur,Sirmaur,Mahavir Nagar,132173,Independent House,6304,Urban
India,Himachal Pradesh,Solan,Solan,Journalists Colony,139165,Villa,2629,Urban
India,Himachal Pradesh,Solan,Solan,Defence Colony,201664,Villa,3100,Urban
India,Himachal Pradesh,Solan,Solan,Char Bagh,196905,Duplex,4310,Urban
India,Himachal Pradesh,Solan,Solan,Bara Bazar,201065,Plot,1950,Rural
India,Himachal Pradesh,Solan,Solan,South Extension,134796,Villa,1095,Rural
India,Himachal Pradesh,Solan,Solan,Secretariat Road,122817,Villa,3989,Urban
India,Himachal Pradesh,Solan,Solan,Saat Rasta,209511,Independent House,5750,Urban
India,Himachal Pradesh,Solan,Solan,Paltan Bazaar,202235,Apartment,2262,Rural
India,Himachal Pradesh,Solan,Solan,Crystal Garden,148945,Duplex,4422,Urban
India,Himachal Pradesh,Solan,Solan,Usha Nagar,145917,Apartment,1232,Rural
India,Himachal Pradesh,Solan,Solan,Highland Park,202257,Villa,4488,Urban
India,Himachal Pradesh,Solan,Solan,Sai Nagar,152667,Apartment,1288,Rural
India,Himachal Pradesh,Solan,Solan,Monastery Road,135474,Villa,7455,Urban
India,Himachal Pradesh,Solan,Solan,Purab Colony,155847,Plot,2097,Rural
India,Himachal Pradesh,Solan,Solan,Cinema Road,130810,Villa,6046,Urban
India,Himachal Pradesh,Solan,Solan,Masjid Area,158732,Apartment,903,Rural
India,Himachal Pradesh,Una,Una,Recreation Ground,192634,Apartment,1226,Rural
India,Himachal Pradesh,Una,Una,Central Zone,175999,Apartment,2110,Urban
India,Himachal Pradesh,Una,Una,Shiksha Nagar,131389,Independent House,3494,Urban
India,Himachal Pradesh,Una,Una,Civil Lines,132507,Duplex,5869,Urban
India,Himachal Pradesh,Una,Una,Creek Area,161738,Apartment,7872,Urban
India,Himachal Pradesh,Una,Una,Chandra Layout,151036,Villa,1195,Rural
India,Himachal Pradesh,Una,Una,Kamala Nagar,182715,Villa,4003,Urban
India,Himachal Pradesh,Una,Una,Char Imli,176807,Plot,2152,Rural
India,Himachal Pradesh,Una,Una,Prince Road,157489,Villa,1850,Rural
India,Himachal Pradesh,Una,Una,Ram Nagar,190302,Independent House,4179,Urban
India,Himachal Pradesh,Una,Una,Vrindavan Colony,173103,Villa,3885,Urban
India,Himachal Pradesh,Una,Una,Export Zone,164921,Villa,2064,Rural
India,Himachal Pradesh,Una,Una,Lal Bahadur Nagar,202747,Villa,5247,Urban
India,Himachal Pradesh,Una,Una,Awas Vihar,126522,Plot,1766,Rural
India,Himachal Pradesh,Una,Una,University Road,123165,Plot,2067,Rural
India,Himachal Pradesh,Una,Una,Karmchari Nagar,201940,Independent House,3548,Urban
India,Jharkhand,Bokaro,Bokaro,Railway Colony,176962,Duplex,1951,Rural
India,Jharkhand,Bokaro,Bokaro,Talab Area,153923,Apartment,1772,Rural
India,Jharkhand,Bokaro,Bokaro,West Extension,171387,Independent House,5809,Urban
India,Jharkhand,Bokaro,Bokaro,Kirana Market,186834,Apartment,1207,Rural
India,Jharkhand,Bokaro,Bokaro,Fort Area,156056,Apartment,4088,Urban
India,Jharkhand,Bokaro,Bokaro,Harbor Road,199445,Apartment,1012,Rural
India,Jharkhand,Bokaro,Bokaro,Chowrasta,157961,Independent House,2789,Urban
India,Jharkhand,Bokaro,Bokaro,Safdarjung Enclave,178697,Duplex,1405,Rural
India,Jharkhand,Bokaro,Bokaro,College Road,171478,Plot,3312,Urban
India,Jharkhand,Bokaro,Bokaro,River Side,128670,Apartment,5418,Urban
India,Jharkhand,Bokaro,Bokaro,Hospital Road,171878,Independent House,1983,Rural
India,Jharkhand,Bokaro,Bokaro,Shopping Complex,204583,Villa,3514,Urban
India,Jharkhand,Bokaro,Bokaro,Play Ground Area,190264,Independent House,4468,Urban
India,Jharkhand,Bokaro,Bokaro,Qutub Area,178800,Plot,4155,Urban
India,Jharkhand,Bokaro,Bokaro,North Colony,156003,Duplex,6706,Urban
India,Jharkhand,Bokaro,Bokaro,Ganesh Puram,127853,Duplex,2272,Rural
India,Jharkhand,Bokaro,Bokaro,Ratna Vihar,185576,Independent House,2686,Urban
India,Jharkhand,Bokaro,Bokaro,Prakash Nagar,206852,Plot,6887,Urban
India,Jharkhand,Bokaro,Bokaro,Jor Bagh,166205,Independent House,2245,Urban
India,Jharkhand,Bokaro,Bokaro,Fancy Bazaar,188989,Plot,2506,Urban
India,Jharkhand,Bokaro,Bokaro,Flora Valley,136055,Plot,1475,Rural
India,Jharkhand,Bokaro,Bokaro,Station Road,182341,Plot,1956,Rural
India,Jharkhand,Bokaro,Bokaro,Market Area,187381,Duplex,861,Rural
India,Jharkhand,Chatra,Chatra,Moti Nagar,200838,Villa,6471,Urban
India,Jharkhand,Chatra,Chatra,Amar Colony,191653,Plot,1864,Rural
India,Jharkhand,Chatra,Chatra,Kasai Mohalla,137540,Plot,5883,Urban
India,Jharkhand,Chatra,Chatra,Millennium Park,205519,Plot,1383,Rural
India,Jharkhand,Chatra,Chatra,Backbay,161085,Plot,6775,Urban
India,Jharkhand,Chatra,Chatra,Palace Road,204871,Duplex,4000,Urban
India,Jharkhand,Chatra,Chatra,Mandir Marg,198230,Duplex,2268,Rural
India,Jharkhand,Chatra,Chatra,Ambedkar Nagar,134246,Plot,1488,Rural
India,Jharkhand,Chatra,Chatra,Hari Nagar,204256,Independent House,2485,Rural
India,Jharkhand,Chatra,Chatra,Main Road,169406,Plot,2392,Rural
India,Jharkhand,Chatra,Chatra,Anand Vihar,180628,Independent House,1751,Rural
India,Jharkhand,Chatra,Chatra,Gyan Vihar,197205,Duplex,6662,Urban
India,Jharkhand,Chatra,Chatra,Bhagat Singh Nagar,191587,Apartment,4001,Urban
India,Jharkhand,Chatra,Chatra,Outer Ring,152362,Independent House,4379,Urban
India,Jharkhand,Chatra,Chatra,Red Fort Area,149964,Independent House,1431,Rural
India,Jharkhand,Chatra,Chatra,CGHS Colony,123349,Duplex,850,Rural
India,Jharkhand,Chatra,Chatra,East Avenue,141188,Duplex,2099,Rural
India,Jharkhand,Chatra,Chatra,Civil Lines,134002,Villa,2121,Rural
India,Jharkhand,Chatra,Chatra,East Park,147559,Independent House,3668,Urban
India,Jharkhand,Chatra,Chatra,East Extension,149740,Apartment,1106,Rural
India,Jharkhand,Chatra,Chatra,West Avenue,173851,Duplex,7639,Urban
India,Jharkhand,Deoghar,Deoghar,Cantonment,198875,Villa,2037,Rural
India,Jharkhand,Deoghar,Deoghar,West Park,171158,Duplex,880,Rural
India,Jharkhand,Deoghar,Deoghar,West Extension,158204,Plot,5063,Urban
India,Jharkhand,Deoghar,Deoghar,North Avenue,178747,Apartment,6971,Urban
India,Jharkhand,Deoghar,Deoghar,Old City,185009,Duplex,5235,Urban
India,Jharkhand,Deoghar,Deoghar,North Park,167998,Apartment,1315,Rural
India,Jharkhand,Deoghar,Deoghar,North Extension,169691,Duplex,1135,Rural
India,Jharkhand,Deoghar,Deoghar,South Avenue,144030,Villa,2243,Rural
India,Jharkhand,Deoghar,Deoghar,New Town,174032,Apartment,1260,Rural
India,Jharkhand,Deoghar,Deoghar,South Park,173204,Apartment,4416,Urban
India,Jharkhand,Deoghar,Deoghar,South Extension,154848,Plot,2598,Urban
India,Jharkhand,Deoghar,Deoghar,Central Avenue,135015,Apartment,1782,Rural
India,Jharkhand,Deoghar,Deoghar,City Centre,166950,Villa,1143,Rural
India,Jharkhand,Deoghar,Deoghar,Central Park,160216,Apartment,853,Rural
India,Jharkhand,Deoghar,Deoghar,Central Extension,154604,Plot,4444,Urban
India,Jharkhand,Deoghar,Deoghar,Civil Lines,148033,Plot,5250,Urban
India,Jharkhand,Deoghar,Deoghar,Cantonment,191984,Independent House,7897,Urban
India,Jharkhand,Dhanbad,Dhanbad,Old Town,152932,Duplex,1038,Rural
India,Jharkhand,Dhanbad,Dhanbad,New Town,176514,Apartment,1689,Rural
India,Jharkhand,Dhanbad,Dhanbad,City Centre,189049,Independent House,1151,Rural
India,Jharkhand,Dhanbad,Dhanbad,Model Town,184811,Apartment,7584,Urban
India,Jharkhand,Dhanbad,Dhanbad,Railway Colony,148120,Plot,2057,Rural
India,Jharkhand,Dhanbad,Dhanbad,Collectorate Area,163712,Apartment,1545,Rural
India,Jharkhand,Dhanbad,Dhanbad,Court Area,127609,Apartment,4500,Urban
India,Jharkhand,Dhanbad,Dhanbad,Secretariat,167576,Independent House,1609,Rural
India,Jharkhand,Dhanbad,Dhanbad,Gandhi Nagar,124876,Apartment,1923,Rural
India,Jharkhand,Dhanbad,Dhanbad,Nehru Nagar,136316,Plot,2897,Urban
India,Jharkhand,Dhanbad,Dhanbad,Ambedkar Nagar,126553,Duplex,5153,Urban
India,Jharkhand,Dhanbad,Dhanbad,Rajaji Nagar,189617,Duplex,2975,Urban
India,Jharkhand,Dhanbad,Dhanbad,Anna Nagar,125041,Independent House,4156,Urban
India,Jharkhand,Dhanbad,Dhanbad,Subhash Nagar,122053,Plot,7123,Urban
India,Jharkhand,Dhanbad,Dhanbad,Netaji Nagar,164117,Duplex,4576,Urban
India,Jharkhand,Dhanbad,Dhanbad,Indira Nagar,194492,Apartment,1208,Rural
India,Jharkhand,Dhanbad,Dhanbad,Rajiv Nagar,127036,Villa,7102,Urban
India,Jharkhand,Dhanbad,Dhanbad,Sardar Puram,164191,Villa,995,Rural
India,Jharkhand,Dhanbad,Dhanbad,Lal Bahadur Colony,147431,Plot,1053,Rural
India,Jharkhand,Dhanbad,Dhanbad,Jawaharlal Layout,202831,Independent House,1396,Rural
India,Jharkhand,Dhanbad,Dhanbad,Tilak Nagar,200753,Plot,4685,Urban
India,Jharkhand,Dumka,Dumka,Vivekananda Colony,175568,Duplex,5640,Urban
India,Jharkhand,Dumka,Dumka,Tagore Town,150443,Duplex,2036,Rural
India,Jharkhand,Dumka,Dumka,Patel Nagar,141298,Apartment,2342,Rural
India,Jharkhand,Dumka,Dumka,Shastri Nagar,173031,Plot,2427,Rural
India,Jharkhand,Dumka,Dumka,Azad Nagar,135373,Villa,4222,Urban
India,Jharkhand,Dumka,Dumka,Bose Road,140184,Independent House,3094,Urban
India,Jharkhand,Dumka,Dumka,Ram Nagar,161314,Independent House,816,Rural
India,Jharkhand,Dumka,Dumka,Krishna Colony,122075,Independent House,2083,Rural
India,Jharkhand,Dumka,Dumka,Shiva Nagar,192608,Villa,853,Rural
India,Jharkhand,Dumka,Dumka,Vishnu Layout,149490,Independent House,6094,Urban
India,Jharkhand,Dumka,Dumka,Lakshmi Nagar,133284,Plot,4654,Urban
India,Jharkhand,Dumka,Dumka,Saraswati Puram,163635,Villa,1261,Rural
India,Jharkhand,Dumka,Dumka,Durga Colony,163174,Plot,1080,Rural
India,Jharkhand,Dumka,Dumka,Hanuman Street,183870,Duplex,5787,Urban
India,Jharkhand,Dumka,Dumka,Ganesh Nagar,198772,Duplex,7015,Urban
India,Jharkhand,Dumka,Dumka,Kali Bari,183579,Apartment,2177,Rural
India,Jharkhand,Dumka,Dumka,Temple Road,159785,Plot,1736,Rural
India,Jharkhand,Dumka,Dumka,Church Street,158596,Villa,3945,Urban
India,Jharkhand,Dumka,Dumka,Mosque Road,122067,Independent House,3128,Urban
India,Jharkhand,Dumka,Dumka,Gurudwara Area,157257,Duplex,852,Rural
India,Jharkhand,Dumka,Dumka,MG Road,183490,Plot,2580,Urban
India,Jharkhand,Dumka,Dumka,Main Road,161069,Independent House,1122,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Station Road,132925,Plot,2110,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,Bypass Road,136389,Villa,3057,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,Ring Road,145321,Plot,2298,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Market Area,134042,Plot,3016,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,Commercial Street,180613,Apartment,5697,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,Shopping Complex,132311,Apartment,2388,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Trade Centre,179215,Duplex,6790,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,Sadar Bazar,136782,Independent House,1340,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Bara Bazar,161094,Independent House,1366,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Kirana Market,127941,Independent House,7418,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,Mandi Area,203596,Duplex,888,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Bus Stand,147838,Plot,2251,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,East Extension,162406,Plot,880,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,West Extension,205639,Duplex,3604,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,North Colony,183825,Independent House,966,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,South Area,129845,Plot,1514,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Central Zone,158656,Apartment,6921,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,Inner Circle,189143,Apartment,1706,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Outer Ring,191369,Plot,1680,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Upper Road,165154,Plot,2105,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Lower Market,146064,Duplex,7542,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,Park Road,193763,Villa,6913,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,Garden Colony,160075,Independent House,921,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Lake View,169758,Villa,6397,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,Hill View,142569,Plot,872,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,River Side,130147,Plot,1537,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Fort Area,138673,Apartment,2158,Rural
India,Jharkhand,East Singhbhum,East Singhbhum,Palace Road,168183,Independent House,3784,Urban
India,Jharkhand,East Singhbhum,East Singhbhum,Stadium Road,160908,Independent House,1269,Rural
India,Jharkhand,Garhwa,Garhwa,Hospital Road,199588,Plot,1413,Rural
India,Jharkhand,Garhwa,Garhwa,University Road,140606,Duplex,5252,Urban
India,Jharkhand,Garhwa,Garhwa,Airport Road,197781,Villa,2417,Rural
India,Jharkhand,Garhwa,Garhwa,IT Park,154637,Villa,1157,Rural
India,Jharkhand,Garhwa,Garhwa,Industrial Area,189342,Independent House,2180,Rural
India,Jharkhand,Garhwa,Garhwa,Tech Zone,204847,Villa,5162,Urban
India,Jharkhand,Garhwa,Garhwa,Business District,156988,Independent House,1418,Rural
India,Jharkhand,Garhwa,Garhwa,Green Park,181606,Villa,4425,Urban
India,Jharkhand,Garhwa,Garhwa,Flora Valley,151670,Apartment,1480,Rural
India,Jharkhand,Garhwa,Garhwa,Sunrise Colony,143364,Apartment,2134,Rural
