City,Area,PropertyType,Size,Bedrooms,Bathrooms,YearBuilt,Age,AmenitiesCount,Price
Hyderabad,Kondapur,Apartment,1237,1,1,2015,9,5,10117587
Mumbai,Powai,Studio,642,1,1,2022,2,0,20403197
Pune,Magarpatta,Apartment,1630,5,5,2022,2,5,15688720
Pune,Kothrud,Studio,431,1,1,2021,3,3,3375406
Hyderabad,Kondapur,Apartment,2212,4,3,2012,12,7,16322335
Delhi,Rohini,Penthouse,1886,3,3,2020,4,1,22271162
Mumbai,Powai,Penthouse,1139,4,3,2021,3,0,43603193
Chennai,Medavakkam,Independent House,1649,4,3,2018,6,6,15031928
Delhi,Lajpat Nagar,Independent House,1691,3,2,2011,13,0,18594421
Pune,Baner,Studio,692,1,1,2022,2,7,5769267
Hyderabad,Kondapur,Penthouse,1497,4,4,2019,5,3,12253291
Mumbai,Worli,Penthouse,2502,3,3,2022,2,3,94223039
Chennai,Velachery,Builder Floor,2141,3,2,2016,8,1,16018671
Hyderabad,Kondapur,Villa,2855,2,2,2017,7,5,32065782
Delhi,Rohini,Studio,751,1,1,2010,14,1,7145429
Pune,Hinjewadi,Independent House,1976,1,1,2014,10,5,14102700
Chennai,Porur,Studio,578,1,1,2023,1,3,5068451
Hyderabad,Gachibowli,Builder Floor,1777,2,2,2019,5,0,11380299
Mumbai,Bandra,Builder Floor,2884,1,1,2023,1,7,103183128
Bangalore,Marathahalli,Penthouse,2375,2,1,2020,4,5,21071827
Mumbai,Worli,Independent House,1268,4,3,2010,14,4,36455826
Pune,Kothrud,Penthouse,2537,4,4,2022,2,4,23440096
Mumbai,Worli,Villa,4429,4,4,2020,4,7,235811908
Chennai,Medavakkam,Independent House,2230,2,2,2011,13,5,17590555
Hyderabad,Jubilee Hills,Villa,4501,3,3,2017,7,5,50779529
Pune,Baner,Villa,3133,2,1,2022,2,8,35680599
Hyderabad,Jubilee Hills,Villa,4251,4,4,2021,3,7,49001041
Pune,Baner,Penthouse,2972,2,2,2016,8,8,22930339
Chennai,Velachery,Studio,639,1,1,2022,2,3,5677517
Bangalore,Electronic City,Studio,670,1,1,2017,7,8,4867292
Mumbai,Worli,Builder Floor,2951,3,3,2023,1,4,107497906
Pune,Kothrud,Apartment,1549,4,4,2020,4,4,14070014
Hyderabad,Kondapur,Apartment,1003,4,3,2013,11,4,8069444
Chennai,T. Nagar,Villa,4522,4,3,2015,9,1,48288083
Hyderabad,Hitech City,Builder Floor,1432,1,1,2020,4,0,10103069
Delhi,Greater Kailash,Independent House,2141,2,1,2014,10,7,28211286
Chennai,Medavakkam,Studio,660,1,1,2019,5,6,5927988
Mumbai,Worli,Villa,4908,2,2,2018,6,5,237024264
Mumbai,Powai,Penthouse,1057,2,2,2016,8,3,36079684
Hyderabad,Kondapur,Builder Floor,2264,2,1,2023,1,5,17187749
Chennai,Medavakkam,Penthouse,2603,3,3,2023,1,1,27227562
Pune,Viman Nagar,Independent House,1715,3,2,2020,4,5,16495333
Hyderabad,Gachibowli,Studio,776,1,1,2018,6,6,4487892
Pune,Baner,Penthouse,2286,2,1,2019,5,5,16551804
Hyderabad,Jubilee Hills,Studio,569,1,1,2014,10,5,4209865
Mumbai,Juhu,Independent House,1512,4,3,2018,6,1,60850827
Mumbai,Worli,Apartment,1891,3,2,2016,8,0,65463147
Pune,Baner,Studio,411,1,1,2010,14,5,2867746
Pune,Viman Nagar,Studio,568,1,1,2015,9,3,4487756
Pune,Magarpatta,Independent House,1760,2,2,2014,10,0,15316917
Bangalore,Yelahanka,Villa,3040,4,4,2018,6,5,47344597
Bangalore,Marathahalli,Apartment,2336,3,3,2013,11,3,21413705
Pune,Magarpatta,Studio,456,1,1,2020,4,1,3445766
Pune,Hinjewadi,Villa,2264,1,1,2012,12,1,22304310
Chennai,Koyambedu,Penthouse,2095,3,3,2013,11,0,15916449
Mumbai,Andheri West,Builder Floor,2809,3,2,2022,2,5,99724993
Bangalore,HSR Layout,Independent House,1453,2,1,2012,12,8,12633214
Delhi,Vasant Kunj,Builder Floor,1270,3,2,2010,14,3,15072961
Mumbai,Powai,Penthouse,2481,1,1,2018,6,1,92906331
Bangalore,Electronic City,Penthouse,1178,3,2,2011,13,1,8672607
Bangalore,Yelahanka,Penthouse,2051,2,2,2011,13,6,21954424
Pune,Kothrud,Penthouse,2325,4,3,2022,2,2,20845163
Delhi,Rohini,Apartment,1172,3,2,2011,13,5,11142579
Mumbai,Juhu,Studio,582,1,1,2010,14,7,18132735
Hyderabad,Kondapur,Builder Floor,1518,3,3,2012,12,3,10763860
Mumbai,Andheri West,Penthouse,2231,2,2,2010,14,3,68421401
Delhi,Lajpat Nagar,Apartment,2010,4,4,2016,8,3,23738939
Delhi,Saket,Builder Floor,2734,3,2,2021,3,1,29329848
Mumbai,Worli,Independent House,1422,3,3,2020,4,8,53924550
Chennai,Medavakkam,Studio,749,1,1,2021,3,0,7008636
Chennai,OMR,Apartment,1459,3,2,2016,8,3,14586482
Mumbai,Lower Parel,Studio,698,1,1,2018,6,5,17864061
Pune,Kothrud,Apartment,1397,3,2,2011,13,1,11458331
Delhi,Vasant Kunj,Independent House,2714,1,1,2017,7,7,33349726
Mumbai,Powai,Villa,4692,3,3,2011,13,4,196402912
Mumbai,Juhu,Penthouse,2595,4,4,2022,2,2,99406220
Bangalore,Whitefield,Builder Floor,1551,4,4,2015,9,5,12481695
Mumbai,Andheri West,Builder Floor,1691,5,5,2015,9,6,54234885
Mumbai,Goregaon,Independent House,1165,4,4,2018,6,7,44783314
Chennai,OMR,Studio,596,1,1,2014,10,4,5356323
Hyderabad,Gachibowli,Studio,515,1,1,2023,1,7,3843392
Hyderabad,Banjara Hills,Independent House,1747,3,2,2017,7,1,12587597
Delhi,Rohini,Villa,2469,1,1,2023,1,0,36280464
Pune,Wakad,Builder Floor,1686,3,2,2022,2,4,13948224
Pune,Kothrud,Independent House,2287,3,3,2018,6,7,18459313
Bangalore,Koramangala,Independent House,1620,3,3,2010,14,1,13078684
Pune,Hinjewadi,Penthouse,2024,3,2,2022,2,0,13680156
Mumbai,Lower Parel,Builder Floor,1401,5,4,2018,6,3,39833616
Hyderabad,Kondapur,Independent House,2282,1,1,2015,9,8,15801630
Delhi,Saket,Penthouse,2984,4,3,2021,3,4,33079083
Mumbai,Goregaon,Villa,3925,3,3,2014,10,5,209239351
Chennai,T. Nagar,Villa,4713,4,3,2010,14,1,50427842
Pune,Hinjewadi,Villa,2255,2,2,2019,5,2,21129028
Pune,Wakad,Studio,403,1,1,2013,11,4,2988042
Bangalore,HSR Layout,Penthouse,1379,3,2,2010,14,1,10639983
Bangalore,Electronic City,Independent House,2737,3,2,2013,11,6,21662504
Pune,Viman Nagar,Studio,535,1,1,2015,9,6,4484509
Chennai,Anna Nagar,Builder Floor,1434,3,3,2011,13,4,10643112
Chennai,Anna Nagar,Independent House,1129,3,2,2020,4,0,8266257
Hyderabad,Madhapur,Studio,481,1,1,2017,7,7,3498596
Hyderabad,Gachibowli,Studio,719,1,1,2015,9,4,4179077
Bangalore,Yelahanka,Villa,2319,2,1,2018,6,1,35911059
Pune,Kothrud,Villa,3668,3,2,2019,5,2,40543358
Pune,Kothrud,Independent House,2452,2,1,2019,5,0,21933916
Bangalore,Whitefield,Studio,561,1,1,2019,5,6,4395668
Hyderabad,Kondapur,Independent House,2528,2,1,2020,4,5,19319166
Pune,Wakad,Apartment,1864,2,2,2022,2,4,14319709
Mumbai,Juhu,Independent House,2999,1,1,2020,4,1,108698638
Chennai,Medavakkam,Villa,2536,3,3,2015,9,3,32176218
Mumbai,Worli,Apartment,1553,3,2,2012,12,0,44900002
Chennai,Porur,Studio,758,1,1,2012,12,4,6748394
Chennai,Adyar,Villa,3227,4,3,2019,5,1,32761391
Bangalore,Marathahalli,Apartment,820,3,3,2013,11,8,7192977
Bangalore,Koramangala,Studio,615,1,1,2011,13,5,5464086
Mumbai,Goregaon,Villa,4731,4,3,2014,10,8,247880341
Pune,Magarpatta,Villa,4746,3,3,2018,6,6,63881913
Pune,Wakad,Studio,444,1,1,2021,3,3,3444706
Delhi,Vasant Kunj,Villa,2288,3,2,2019,5,0,41631887
Hyderabad,Madhapur,Independent House,2056,3,3,2010,14,6,16438005
Mumbai,Powai,Independent House,1217,4,3,2021,3,4,46805675
Mumbai,Bandra,Apartment,2369,3,3,2013,11,2,76394176
Pune,Wakad,Apartment,1762,3,2,2018,6,1,12169401
Pune,Wakad,Penthouse,2195,3,3,2018,6,1,17512119
Chennai,Anna Nagar,Builder Floor,2375,3,3,2018,6,7,18427447
Delhi,Greater Kailash,Independent House,1672,3,2,2017,7,1,21169312
Bangalore,Indiranagar,Independent House,1688,1,1,2016,8,2,16494879
Mumbai,Juhu,Apartment,918,2,2,2023,1,6,39222420
Pune,Magarpatta,Penthouse,2245,3,3,2017,7,3,19469356
Delhi,Lajpat Nagar,Independent House,1377,1,1,2023,1,1,17775453
Mumbai,Bandra,Studio,760,1,1,2016,8,6,24524387
Mumbai,Powai,Builder Floor,2291,3,2,2013,11,5,68974573
Bangalore,Whitefield,Apartment,906,3,3,2013,11,3,6945061
Hyderabad,Jubilee Hills,Villa,2350,1,1,2023,1,7,30281510
Chennai,Porur,Villa,2274,3,3,2018,6,2,30063359
Chennai,Koyambedu,Independent House,1649,3,3,2011,13,5,14334298
Pune,Viman Nagar,Penthouse,1037,2,1,2014,10,8,8479541
Hyderabad,Kondapur,Builder Floor,2167,3,2,2020,4,6,16633907
Pune,Wakad,Builder Floor,2243,2,2,2015,9,3,16095737
Pune,Kothrud,Penthouse,2765,3,2,2019,5,1,23592833
Mumbai,Bandra,Penthouse,2120,1,1,2023,1,7,66809750
Mumbai,Lower Parel,Independent House,2980,3,3,2019,5,5,95356939
Chennai,Anna Nagar,Villa,2218,2,2,2013,11,3,20876328
Hyderabad,Banjara Hills,Builder Floor,2394,3,3,2018,6,0,17354102
Chennai,Porur,Independent House,1467,3,2,2013,11,4,13000241
Hyderabad,Madhapur,Penthouse,1112,1,1,2010,14,4,8474073
Hyderabad,Gachibowli,Studio,769,1,1,2023,1,0,5207049
Hyderabad,Hitech City,Builder Floor,2545,1,1,2013,11,5,16637809
Delhi,Dwarka,Studio,500,1,1,2012,12,6,4577300
Mumbai,Goregaon,Independent House,2394,3,3,2013,11,0,78360382
Mumbai,Lower Parel,Builder Floor,1595,3,2,2011,13,3,44171870
Delhi,Rohini,Villa,3457,3,3,2011,13,4,51071354
Hyderabad,Banjara Hills,Independent House,1930,1,1,2010,14,6,13450681
Hyderabad,Gachibowli,Builder Floor,2183,2,2,2016,8,5,13058648
Mumbai,Andheri West,Apartment,1410,5,4,2010,14,0,44042108
Delhi,Vasant Kunj,Penthouse,2412,2,1,2020,4,1,30719103
Mumbai,Lower Parel,Builder Floor,1928,3,2,2014,10,4,59829934
Bangalore,Indiranagar,Builder Floor,2309,1,1,2016,8,7,22928267
Bangalore,Koramangala,Studio,607,1,1,2020,4,1,5903198
Chennai,T. Nagar,Apartment,1302,3,2,2021,3,5,10578894
Mumbai,Andheri West,Independent House,1640,5,5,2018,6,4,54116232
Hyderabad,Madhapur,Penthouse,2126,3,3,2015,9,6,18396441
Pune,Baner,Independent House,2780,1,1,2023,1,6,23597811
Hyderabad,Hitech City,Builder Floor,1395,5,4,2015,9,8,9600388
Bangalore,Koramangala,Studio,500,1,1,2023,1,1,4980910
Pune,Baner,Apartment,1637,3,2,2019,5,7,14014330
Mumbai,Worli,Independent House,1178,4,3,2019,5,0,37905635
Chennai,Adyar,Builder Floor,2988,3,2,2013,11,3,20027673
Pune,Magarpatta,Independent House,2085,2,1,2011,13,2,17237751
Hyderabad,Madhapur,Builder Floor,1887,3,2,2017,7,3,14631885
Pune,Magarpatta,Penthouse,2801,2,1,2021,3,3,25521132
Hyderabad,Madhapur,Studio,760,1,1,2017,7,5,5724904
Mumbai,Andheri West,Studio,729,1,1,2017,7,3,20615727
Bangalore,Koramangala,Penthouse,1894,2,1,2023,1,3,20899452
Chennai,Anna Nagar,Studio,538,1,1,2012,12,3,3859200
Hyderabad,Madhapur,Studio,429,1,1,2023,1,1,3526237
Pune,Viman Nagar,Apartment,2235,2,1,2017,7,8,18500848
Pune,Baner,Villa,2510,4,4,2022,2,5,28588977
Mumbai,Worli,Builder Floor,1318,3,3,2013,11,5,44615900
Mumbai,Lower Parel,Studio,559,1,1,2016,8,2,14310314
Delhi,Dwarka,Studio,507,1,1,2015,9,0,4331691
Hyderabad,Madhapur,Penthouse,2012,4,3,2019,5,0,16655219
Hyderabad,Banjara Hills,Studio,464,1,1,2013,11,3,3020918
Pune,Baner,Studio,645,1,1,2014,10,8,4210610
Bangalore,Indiranagar,Villa,4057,3,2,2020,4,0,55866643
Pune,Viman Nagar,Penthouse,2692,2,2,2017,7,8,21447279
Bangalore,Yelahanka,Builder Floor,1219,3,2,2011,13,4,11716030
Delhi,Vasant Kunj,Builder Floor,2502,3,2,2016,8,5,30498675
Delhi,Saket,Studio,685,1,1,2018,6,0,7326092
Chennai,Anna Nagar,Builder Floor,2868,4,3,2014,10,3,20275390
Chennai,Porur,Apartment,1843,2,2,2016,8,2,16448345
Chennai,Adyar,Studio,728,1,1,2022,2,6,5686337
Pune,Magarpatta,Apartment,1773,3,2,2022,2,4,15090695
Hyderabad,Jubilee Hills,Independent House,1007,1,1,2011,13,0,7507761
Mumbai,Andheri West,Apartment,2204,4,4,2011,13,7,64976701
Delhi,Saket,Builder Floor,2265,3,2,2020,4,2,27683557
Chennai,OMR,Builder Floor,1898,1,1,2020,4,7,19634663
Chennai,T. Nagar,Apartment,2221,3,3,2015,9,4,17270937
Hyderabad,Madhapur,Studio,613,1,1,2021,3,2,4573948
Mumbai,Goregaon,Builder Floor,1404,3,3,2014,10,8,51145127
Delhi,Vasant Kunj,Builder Floor,2421,3,3,2014,10,5,26182311
Delhi,Lajpat Nagar,Apartment,1373,3,3,2020,4,1,16752612
Delhi,Greater Kailash,Villa,4395,1,1,2014,10,7,74603575
Chennai,Anna Nagar,Penthouse,2251,3,2,2010,14,6,17684412
Delhi,Greater Kailash,Apartment,2011,1,1,2022,2,6,28473568
Pune,Baner,Builder Floor,2176,3,2,2020,4,0,15948850
Chennai,Anna Nagar,Villa,3896,2,1,2019,5,0,41420060
Bangalore,Whitefield,Villa,4139,2,1,2014,10,0,47957841
Chennai,Porur,Studio,680,1,1,2021,3,7,6564929
Delhi,Vasant Kunj,Apartment,2499,3,3,2013,11,1,25756705
Pune,Viman Nagar,Penthouse,1727,5,4,2010,14,6,13272567
Bangalore,Yelahanka,Villa,2518,2,1,2021,3,1,37389950
Chennai,OMR,Penthouse,2440,3,3,2010,14,3,23201361
Delhi,Rohini,Villa,3399,3,2,2021,3,4,56278719
Chennai,Porur,Villa,2841,4,4,2013,11,7,40682728
Delhi,Vasant Kunj,Penthouse,2409,2,1,2016,8,0,30000229
Delhi,Saket,Penthouse,2821,3,3,2023,1,5,32040100
Hyderabad,Jubilee Hills,Villa,3591,2,2,2020,4,8,43504981
Mumbai,Powai,Penthouse,1061,2,1,2021,3,2,39557984
Delhi,Lajpat Nagar,Independent House,2241,3,3,2011,13,2,24998672
Chennai,Koyambedu,Independent House,2184,3,2,2019,5,5,21414189
Bangalore,Marathahalli,Villa,3486,2,2,2023,1,6,43603280
Hyderabad,Gachibowli,Villa,3336,2,1,2017,7,5,30818563
Delhi,Lajpat Nagar,Penthouse,1996,3,3,2015,9,7,24231117
Delhi,Rohini,Builder Floor,2213,2,1,2022,2,2,26046817
Mumbai,Andheri West,Studio,560,1,1,2016,8,0,16745444
Hyderabad,Gachibowli,Builder Floor,1660,2,1,2016,8,4,11791511
Mumbai,Juhu,Independent House,1403,4,4,2012,12,2,47552627
Chennai,Porur,Independent House,1729,3,2,2021,3,8,16336301
Bangalore,Indiranagar,Penthouse,2977,4,3,2017,7,3,29399804
Mumbai,Goregaon,Villa,2620,2,1,2016,8,3,120115351
Delhi,Lajpat Nagar,Builder Floor,2725,4,4,2016,8,5,31805360
Bangalore,Indiranagar,Penthouse,1567,2,1,2013,11,0,15885308
Bangalore,Electronic City,Independent House,2572,4,4,2010,14,4,21515011
Delhi,Saket,Builder Floor,2836,3,2,2010,14,2,30245397
Mumbai,Andheri West,Apartment,983,2,1,2023,1,5,35546581
Chennai,T. Nagar,Independent House,1778,2,1,2011,13,3,14349360
Chennai,Velachery,Penthouse,2479,5,4,2019,5,8,20222445
Delhi,Rohini,Apartment,1386,4,3,2011,13,8,15085801
Mumbai,Lower Parel,Apartment,2303,4,3,2011,13,7,72965373
Mumbai,Goregaon,Apartment,1008,3,3,2020,4,4,36532840
Pune,Viman Nagar,Studio,654,1,1,2018,6,5,5432856
Delhi,Rohini,Apartment,809,3,2,2013,11,1,8849167
Pune,Hinjewadi,Penthouse,1036,1,1,2022,2,0,8282867
Pune,Baner,Villa,2672,2,2,2010,14,4,28591679
Pune,Magarpatta,Villa,3279,2,2,2022,2,3,39831159
Pune,Wakad,Studio,757,1,1,2023,1,3,5022954
Delhi,Lajpat Nagar,Penthouse,2303,1,1,2019,5,4,29822564
Hyderabad,Hitech City,Builder Floor,2735,2,2,2013,11,1,16712642
Chennai,Anna Nagar,Penthouse,2370,2,1,2014,10,7,18769454
Pune,Viman Nagar,Studio,596,1,1,2014,10,5,4243212
Chennai,OMR,Independent House,1810,2,2,2010,14,2,14947382
Delhi,Vasant Kunj,Villa,4434,2,1,2017,7,8,72350152
Chennai,Adyar,Studio,729,1,1,2021,3,6,5747724
Bangalore,Koramangala,Penthouse,1956,1,1,2014,10,3,18290442
Mumbai,Powai,Builder Floor,1074,2,1,2019,5,6,38451726
Bangalore,Indiranagar,Apartment,994,3,2,2016,8,8,10285557
Mumbai,Powai,Apartment,1229,2,2,2018,6,0,42934555
Bangalore,Whitefield,Villa,4425,3,3,2017,7,5,44766996
Mumbai,Bandra,Penthouse,1731,1,1,2020,4,6,59706905
Mumbai,Andheri West,Penthouse,2641,2,1,2010,14,2,77074806
Pune,Wakad,Independent House,1180,3,2,2011,13,7,8285734
Chennai,Velachery,Builder Floor,1442,3,3,2018,6,4,12191001
Hyderabad,Madhapur,Villa,3335,1,1,2011,13,6,32659048
Mumbai,Powai,Penthouse,2023,5,5,2016,8,1,75617825
Pune,Wakad,Independent House,1495,2,1,2020,4,4,12441956
Mumbai,Juhu,Studio,534,1,1,2013,11,3,16352969
Delhi,Saket,Penthouse,2062,1,1,2020,4,5,24495751
Bangalore,HSR Layout,Penthouse,1041,2,2,2019,5,6,10773317
Hyderabad,Banjara Hills,Penthouse,1975,4,4,2020,4,8,14225715
Mumbai,Goregaon,Apartment,2195,2,2,2019,5,4,82605358
Pune,Baner,Penthouse,2072,3,3,2011,13,3,15873592
Bangalore,HSR Layout,Independent House,2563,3,3,2016,8,6,21155001
Bangalore,Koramangala,Apartment,1907,2,1,2023,1,8,19136552
Mumbai,Andheri West,Penthouse,1717,3,3,2019,5,0,58892573
Delhi,Saket,Villa,2894,2,1,2014,10,2,41248525
Chennai,Velachery,Apartment,2208,2,1,2017,7,1,18760762
Chennai,Porur,Villa,2008,3,2,2013,11,1,28375660
Bangalore,HSR Layout,Studio,670,1,1,2014,10,7,5760254
Bangalore,Indiranagar,Studio,601,1,1,2011,13,0,4683261
Mumbai,Worli,Builder Floor,2537,4,4,2018,6,7,84313584
Pune,Hinjewadi,Penthouse,1486,4,4,2021,3,3,12044791
Mumbai,Andheri West,Penthouse,2474,2,1,2016,8,0,79495183
Delhi,Dwarka,Studio,551,1,1,2013,11,2,5011714
Delhi,Dwarka,Builder Floor,1222,2,1,2010,14,2,11709150
Mumbai,Worli,Villa,3598,3,2,2023,1,6,180444143
Delhi,Rohini,Builder Floor,1796,4,4,2013,11,4,17600582
Pune,Hinjewadi,Independent House,2901,2,2,2019,5,8,20573614
Chennai,Anna Nagar,Builder Floor,2406,2,2,2012,12,1,16616092
Chennai,Medavakkam,Independent House,2228,2,1,2017,7,7,19983415
Bangalore,Marathahalli,Villa,3156,3,3,2011,13,2,38771425
Pune,Viman Nagar,Villa,2480,2,1,2015,9,0,28060655
Pune,Hinjewadi,Villa,3190,2,2,2010,14,5,30745442
Delhi,Dwarka,Studio,451,1,1,2016,8,3,3837048
Bangalore,Koramangala,Builder Floor,1111,2,1,2017,7,4,9952517
Bangalore,Koramangala,Villa,4474,3,3,2014,10,6,52343317
Pune,Wakad,Studio,531,1,1,2016,8,6,3730384
Delhi,Vasant Kunj,Apartment,2182,3,3,2019,5,7,28476925
Delhi,Greater Kailash,Independent House,2133,2,2,2017,7,7,25469347
Pune,Kothrud,Builder Floor,2689,1,1,2010,14,6,18762458
Chennai,T. Nagar,Independent House,2832,2,2,2016,8,4,21320606
Mumbai,Bandra,Penthouse,1737,3,2,2015,9,2,52374904
Hyderabad,Gachibowli,Apartment,1190,1,1,2015,9,0,8060550
Delhi,Saket,Independent House,2149,3,2,2020,4,7,22845070
Bangalore,Electronic City,Studio,625,1,1,2012,12,4,4784742
Bangalore,Whitefield,Builder Floor,2751,3,3,2016,8,6,23592227
Hyderabad,Hitech City,Penthouse,1858,2,2,2018,6,0,13694944
Pune,Hinjewadi,Apartment,1225,2,2,2020,4,5,8717663
Pune,Baner,Penthouse,1934,4,4,2013,11,7,13558598
Mumbai,Bandra,Independent House,1091,3,2,2017,7,5,38591651
Hyderabad,Hitech City,Independent House,1012,2,2,2011,13,0,6849715
Chennai,T. Nagar,Studio,479,1,1,2022,2,5,4148747
Hyderabad,Banjara Hills,Apartment,2355,1,1,2016,8,8,16632152
Delhi,Greater Kailash,Villa,3140,3,3,2021,3,4,59493700
Chennai,Medavakkam,Studio,450,1,1,2014,10,3,4053072
Mumbai,Goregaon,Builder Floor,1658,3,3,2014,10,8,61338965
Hyderabad,Jubilee Hills,Apartment,1079,1,1,2015,9,7,9192251
Mumbai,Bandra,Villa,3102,3,2,2020,4,4,159646865
Chennai,OMR,Penthouse,1910,2,2,2019,5,5,20459913
Delhi,Saket,Penthouse,1341,3,2,2013,11,2,13295586
Mumbai,Goregaon,Apartment,901,2,2,2017,7,1,33490304
Delhi,Vasant Kunj,Penthouse,2065,2,2,2022,2,2,25803290
Chennai,Koyambedu,Studio,680,1,1,2015,9,8,5245325
Mumbai,Juhu,Independent House,2755,3,3,2013,11,7,106955095
Bangalore,HSR Layout,Studio,769,1,1,2017,7,0,6203998
Delhi,Lajpat Nagar,Villa,3976,3,3,2022,2,1,65168980
Pune,Kothrud,Builder Floor,2391,1,1,2014,10,1,18126659
Pune,Hinjewadi,Independent House,2457,2,1,2016,8,0,17953472
Pune,Viman Nagar,Villa,3756,2,1,2012,12,5,42354444
Chennai,Velachery,Villa,3911,3,3,2014,10,0,39906907
Chennai,Adyar,Penthouse,1779,4,4,2023,1,4,13901884
Hyderabad,Madhapur,Apartment,2097,2,2,2014,10,0,16422930
Mumbai,Goregaon,Builder Floor,2787,3,2,2015,9,7,89536001
Mumbai,Juhu,Apartment,2354,3,2,2010,14,2,77563560
Pune,Baner,Independent House,2238,1,1,2021,3,7,18131492
Bangalore,Koramangala,Penthouse,1982,1,1,2016,8,4,19049132
Pune,Baner,Builder Floor,2843,3,2,2022,2,3,22177114
Hyderabad,Banjara Hills,Independent House,2728,3,2,2022,2,5,22779312
Pune,Magarpatta,Builder Floor,1648,2,2,2014,10,4,14246497
Chennai,Anna Nagar,Studio,478,1,1,2022,2,4,3519951
Hyderabad,Gachibowli,Apartment,2451,5,4,2020,4,2,16809501
Chennai,Koyambedu,Apartment,1819,4,3,2011,13,6,13869691
Chennai,OMR,Apartment,2448,4,3,2019,5,8,24409014
Bangalore,HSR Layout,Builder Floor,2941,2,2,2019,5,5,25279917
Pune,Magarpatta,Penthouse,2805,4,3,2012,12,1,22204209
Pune,Hinjewadi,Builder Floor,1983,5,5,2022,2,4,13629850
Bangalore,Koramangala,Builder Floor,1499,3,3,2018,6,7,13480795
Hyderabad,Hitech City,Villa,2852,3,3,2023,1,4,30261245
Delhi,Rohini,Builder Floor,2838,4,3,2021,3,0,31287853
Hyderabad,Hitech City,Studio,678,1,1,2011,13,6,4114160
Mumbai,Goregaon,Villa,4742,4,4,2023,1,7,254949367
Delhi,Vasant Kunj,Penthouse,1509,2,2,2019,5,6,19048397
Hyderabad,Madhapur,Villa,2510,2,1,2010,14,0,24028369
Mumbai,Worli,Penthouse,1602,4,3,2017,7,8,54249650
Bangalore,HSR Layout,Studio,475,1,1,2018,6,2,3913018
Hyderabad,Gachibowli,Independent House,1830,3,2,2011,13,7,11655231
Pune,Kothrud,Builder Floor,1540,3,2,2011,13,5,10759838
Delhi,Saket,Penthouse,1621,2,2,2013,11,4,18246014
Mumbai,Powai,Studio,419,1,1,2020,4,4,13576801
Bangalore,HSR Layout,Villa,4275,2,2,2016,8,1,56287452
Delhi,Greater Kailash,Apartment,1379,3,3,2011,13,7,17470868
Chennai,Adyar,Penthouse,1246,4,4,2014,10,3,9321839
Hyderabad,Madhapur,Studio,566,1,1,2011,13,7,4416709
Pune,Kothrud,Studio,677,1,1,2020,4,5,5739027
Chennai,Medavakkam,Villa,2600,3,2,2017,7,6,30811060
Delhi,Rohini,Apartment,1261,3,2,2010,14,2,12574325
Hyderabad,Gachibowli,Apartment,1853,4,3,2021,3,5,12676125
Bangalore,HSR Layout,Apartment,2283,3,2,2020,4,3,20227421
Delhi,Lajpat Nagar,Villa,2779,3,3,2023,1,7,48949364
Mumbai,Bandra,Studio,779,1,1,2012,12,1,22419929
Pune,Viman Nagar,Penthouse,1543,1,1,2013,11,5,13147853
Bangalore,Electronic City,Apartment,2005,5,4,2019,5,3,15594388
Bangalore,Electronic City,Villa,2581,3,2,2022,2,8,33956353
Bangalore,Whitefield,Studio,492,1,1,2012,12,8,3906663
Mumbai,Lower Parel,Villa,3542,3,3,2020,4,5,149149218
Delhi,Greater Kailash,Builder Floor,1283,2,2,2010,14,5,14902241
Mumbai,Lower Parel,Apartment,2335,2,1,2018,6,2,78367711
Mumbai,Worli,Builder Floor,2538,2,1,2010,14,8,84008035
Chennai,Koyambedu,Independent House,1998,4,3,2021,3,7,18860677
Mumbai,Juhu,Builder Floor,2775,4,3,2022,2,2,115601825
Bangalore,Indiranagar,Builder Floor,2253,2,2,2022,2,3,25799797
Chennai,Anna Nagar,Penthouse,2064,2,1,2016,8,0,16659868
Chennai,Koyambedu,Builder Floor,2937,3,3,2015,9,3,27068764
Chennai,Velachery,Builder Floor,1932,2,1,2023,1,2,17882924
Chennai,Velachery,Villa,2339,2,2,2022,2,7,26233463
Bangalore,Yelahanka,Apartment,1959,3,3,2022,2,0,19268376
Mumbai,Worli,Villa,3561,3,3,2011,13,2,148871063
Delhi,Lajpat Nagar,Apartment,1117,2,1,2018,6,0,14422207
Pune,Magarpatta,Builder Floor,1056,3,2,2019,5,3,8912679
Hyderabad,Hitech City,Penthouse,1828,4,3,2014,10,2,13279797
Bangalore,Marathahalli,Independent House,1486,4,3,2021,3,8,13406633
Chennai,OMR,Studio,529,1,1,2022,2,1,5222264
Hyderabad,Banjara Hills,Villa,3777,3,3,2011,13,6,35196971
Bangalore,Whitefield,Penthouse,2653,3,3,2019,5,7,22827169
Pune,Wakad,Penthouse,2305,3,2,2011,13,0,14882803
Pune,Viman Nagar,Independent House,2762,3,2,2012,12,1,23746375
Pune,Magarpatta,Apartment,1396,2,1,2020,4,0,12592151
Delhi,Saket,Builder Floor,1549,2,1,2023,1,0,19180805
Mumbai,Lower Parel,Studio,468,1,1,2011,13,1,12617267
Pune,Baner,Builder Floor,1411,3,3,2021,3,6,12081608
Bangalore,Yelahanka,Studio,771,1,1,2014,10,7,6732338
Bangalore,Koramangala,Apartment,972,2,2,2010,14,7,9508461
Mumbai,Lower Parel,Villa,3224,4,3,2018,6,4,130226919
